1	0.03453038175441199
2	0.06764082947097122
3	0.0994406437622034
4	0.13003147600339793
5	0.15950761012410059
6	0.18795625243111005
7	0.21545782715351716
8	0.2420862756313744
9	0.26790935728382825
10	0.2929889506909794
11	0.3173813533073062
12	0.3411375784940846
13	0.36430364871472076
14	0.38692088388109247
15	0.4090261839716305
16	0.43065230516371467
17	0.4518281288346638
18	0.472578922887874
19	0.4929265949540603
20	0.5128899371027345
21	0.5324848617765173
22	0.5517246287311672
23	0.5706200628278452
24	0.5891797625815062
25	0.607410299420987
26	0.625316407662594
27	0.6429011652403445
28	0.6601661652727189
29	0.6771116785782573
30	0.6937368072808826
31	0.710039629670752
32	0.7260173365080482
33	0.7416663589756444
34	0.7569824885023035
35	0.7719609886912148
36	0.7865966995994655
37	0.8008841346226903
38	0.8148175702458099
39	0.8283911289257019
40	0.8415988553749209
41	0.8544347865174448
42	0.8668930153879543
43	0.8789677492454959
44	0.890653362170719
45	0.9019444424132131
46	0.9128358347520507
47	0.923322678128448
48	0.9334004388046264
49	0.9430649392976121
50	0.95231238333085
51	0.9611393770402552
52	0.9695429466647805
53	0.9775205529446438
54	0.9850701024433611
55	0.9921899560023987
56	0.9988789345299318
57	1.00513632231767
58	1.010961868072263
59	1.0163557838401942
60	1.0213187419976006
61	1.0258518704689876
62	1.0299567463313506
63	1.0336353879529754
64	1.036890245808896
65	1.0397241921080043
66	1.0421405093597496
67	1.0441428780016797
68	1.0457353632023825
69	1.046922400947934
70	1.0477087835137473
71	1.048099644417509
72	1.0481004429431198
73	1.0477169483197584
74	1.0469552236347124
75	1.0458216095533162
76	1.0443227079142239
77	1.0424653652633167
78	1.0402566563848497
79	1.0377038678839428
80	1.0348144818701503
81	1.0315961597877872
82	1.0280567264346816
83	1.0242041542073523
84	1.020046547606953
85	1.0155921280370224
86	1.010849218920812
87	1.0058262311629393
88	1.0005316489772373
89	0.9949740160999465
90	0.9891619224048702
91	0.9831039909346184
92	0.9768088653599382
93	0.9702851978768549
94	0.9635416375495035
95	0.9565868191045521
96	0.9494293521814835
97	0.9420778110413389
98	0.934540724735056
99	0.9268265677311416
100	0.918943751001153
101	0.9109006135602832
102	0.9027054144592592
103	0.8943663252227879
104	0.8858914227288852
105	0.8772886825225944
106	0.8685659725568905
107	0.8597310473528673
108	0.8507915425707543
109	0.84175496998274
110	0.8326287128381995
111	0.8234200216113996
112	0.8141360101215104
113	0.804783652014458
114	0.7953697775958134
115	0.785901071003837
116	0.7763840677115563
117	0.7668251523467007
118	0.7572305568181773
119	0.747606358737799
120	0.7379584801259155
121	0.7282926863896623
122	0.7186145855625261
123	0.7089296277940645
124	0.6992431050787237
125	0.6895601512126913
126	0.6798857419680566
127	0.6702246954735097
128	0.6605816727911359
129	0.6509611786789439
130	0.6413675625290075
131	0.6318050194713245
132	0.6222775916336725
133	0.6127891695479871
134	0.6033434936940596
135	0.5939441561715215
136	0.5845946024913895
137	0.5752981334786608
138	0.5660579072777222
139	0.5568769414525722
140	0.547758115174154
141	0.5387041714872687
142	0.5297177196499293
143	0.5208012375381263
144	0.5119570741093625
145	0.503187451918496
146	0.4944944696796558
147	0.4858801048683848
148	0.47734621635820773
149	0.4688945470862954
150	0.4605267267428907
151	0.45224427447964566
152	0.4440486016320361
153	0.4359410144514355
154	0.4279227168424618
155	0.4199948131016252
156	0.4121583106533509
157	0.4044141227797829
158	0.39676307134087635
159	0.3892058894816087
160	0.38174322432313107
161	0.3743756396351414
162	0.3671036184866784
163	0.35992756587288366
164	0.35284781131536447
165	0.3458646114339978
166	0.33897815248813296
167	0.33218855288536664
168	0.3254958656561284
169	0.31890008089251337
170	0.3124011281499557
171	0.3059988788103675
172	0.29969314840563704
173	0.2934836989003723
174	0.28737024093293706
175	0.28135243601398635
176	0.2754298986817743
177	0.2696021986135274
178	0.2638688626924443
179	0.2582293770298517
180	0.2526831889421059
181	0.2472297088820969
182	0.24186831232500666
183	0.23659834160834814
184	0.23141910772613988
185	0.22632989207729187
186	0.22132994816826568
187	0.21641850327013049
188	0.21159476003029215
189	0.20685789803901047
190	0.20220707535116628
191	0.19764142996348547
192	0.19316008124769787
193	0.18876213133999983
194	0.1844466664872997
195	0.18021275835082554
196	0.17605946526745303
197	0.17198583346948437
198	0.16799089826338334
199	0.16407368516802565
200	0.16023321101322346
201	0.15646848499908747
202	0.15277850971684148
203	0.14916228213196703
204	0.14561879453009843
205	0.1421470354266517
206	0.13874599044072564
207	0.13541464313408488
208	0.1321519758158477
209	0.1289569703138502
210	0.12582860871315527
211	0.12276587406268
212	0.11976775105051503
213	0.11683322664880752
214	0.11396129072895862
215	0.11115093664774683
216	0.10840116180526582
217	0.10571096817541589
218	0.10307936280956023
219	0.10050535831418042
220	0.09798797330327842
221	0.09552623282618243
222	0.09311916877144033
223	0.09076582024764546
224	0.08846523394173497
225	0.08621646445557711
226	0.08401857462139037
227	0.08187063579682625
228	0.07977172814023836
229	0.07772094086687151
230	0.07571737248654777
231	0.07376013102356255
232	0.07184833421927242
233	0.0699811097181524
234	0.06815759523780109
235	0.06637693872345639
236	0.06463829848767745
237	0.06294084333572482
238	0.06128375267716986
239	0.05966621662423049
240	0.05808743607746437
241	0.056546622799217176
242	0.05504299947539282
243	0.053575799766013794
244	0.05214426834501642
245	0.05074766092980328
246	0.04938524430098522
247	0.048056296312665864
248	0.04676010589387381
249	0.04549597304133117
250	0.04426320880420644
251	0.04306113526104177
252	0.0418890854893059
253	0.04074640352804879
254	0.039632444333782914
255	0.03854657373019058
256	0.037488168351838234
