# Recoil energy (kev)        Event rate (events/gev)
  0.10000000000000001        322699242.07961392     
   1.1000000000000001        302807856.01976818     
   2.1000000000000001        284051052.67653507     
   3.1000000000000001        266369064.03029472     
   4.0999999999999996        249705007.85844675     
   5.0999999999999996        234004762.55469283     
   6.0999999999999996        219216846.57772997     
   7.0999999999999996        205292302.40800816     
   8.0999999999999996        192184584.89045858     
   9.0999999999999996        179849453.84105629     
   10.100000000000000        168244870.79540905     
   11.100000000000000        157330899.77815372     
   12.100000000000000        147069611.97284022     
   13.100000000000000        137424994.17307678     
   14.100000000000000        128362860.89704883     
   15.100000000000000        119850770.04904111     
   16.100000000000001        111857942.01325770     
   17.100000000000001        104355182.06708300     
   18.100000000000001        97314806.002862096     
   19.100000000000001        90710568.849342361     
   20.100000000000001        84517596.586090073     
   21.100000000000001        78712320.746401608     
   22.100000000000001        73272415.806554973     
   23.100000000000001        68176739.261579111     
   24.100000000000001        63405274.290117174     
   25.100000000000001        58939074.913384184     
   26.100000000000001        54760213.555662416     
   27.100000000000001        50851730.916231520     
   28.100000000000001        47197588.065096617     
   29.100000000000001        43782620.677338228     
   30.100000000000001        40592495.323351175     
   31.100000000000001        37613667.734689564     
   32.100000000000001        34833342.967640273     
   33.100000000000001        32239437.389049154     
   34.100000000000001        29820542.411288630     
   35.100000000000001        27565889.905586764     
   36.100000000000001        25465319.225241270     
   37.100000000000001        23509245.772501219     
   38.100000000000001        21688631.045120534     
   39.100000000000001        19994954.100770574     
   40.100000000000001        18420184.379629698     
   41.100000000000001        16956755.827562623     
   42.100000000000001        15597542.264342833     
   43.100000000000001        14335833.943369856     
   44.100000000000001        13165315.251278441     
   45.100000000000001        12080043.497738842     
   46.100000000000001        11074428.747592879     
   47.100000000000001        10143214.649275063     
   48.100000000000001        9281460.2152141705     
   49.100000000000001        8484522.5116156079     
   50.100000000000001        7748040.2166738510     
   51.100000000000001        7067918.0078690909     
   52.100000000000001        6440311.7405552976     
   53.100000000000001        5861614.3815539870     
   54.100000000000001        5328442.6629270157     
